"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP3","Reduce
Shasta
Scott
4degC",12.0643,57.662690748738,"4"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP3","Add Flow
10%",12.0643,54.0172243727361,"4"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP3","Add Flow
20%",12.0643,50.827648516698,"4"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP3","Reduce
Tribs
4degC",12.0643,30.2877083626899,"3"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP3","Reduce
Dam
Outflow
4degC",12.0643,33.5270177299968,"4"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP5","Baseline",12.0643,61.6695539732931,"4"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP5","Reduce
Shasta
Scott
4degC",12.0643,61.2144923451837,"4"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP5","Add Flow
10%",12.0643,57.8898071168655,"4"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP5","Add Flow
20%",12.0643,54.9837122750595,"4"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP5","Reduce
Tribs
4degC",12.0643,33.0296826173089,"4"
"Mean exceedence of MWAT - Poor","4",2070,"CMIP5","Reduce
Dam
Outflow
4degC",12.0643,36.7456048009416,"4"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP3","Baseline",12.0643,45.200301716635,"4"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP3","Reduce
Shasta
Scott
4degC",12.0643,44.5827772850476,"4"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP3","Add Flow
10%",12.0643,41.7264159545104,"4"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP3","Add Flow
20%",12.0643,38.962890511675,"4"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP3","Reduce
Tribs
4degC",12.0643,16.4617922299678,"3"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP3","Reduce
Dam
Outflow
4degC",12.0643,20.2199878981789,"3"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP5","Baseline",12.0643,42.2021998789818,"4"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP5","Reduce
Shasta
Scott
4degC",12.0643,41.5913065822302,"4"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP5","Add Flow
10%",12.0643,38.798769924488,"4"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP5","Add Flow
20%",12.0643,36.1206203426639,"4"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP5","Reduce
Tribs
4degC",12.0643,13.5556973881618,"3"
"Mean exceedence of MWAT - Poor","5",2070,"CMIP5","Reduce
Dam
Outflow
4degC",12.0643,17.3926377825485,"3"
