"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"Mean exceedence of MWAT - Poor","1",2030,"CMIP3","Baseline",12.0643,22.4082623940055,"3"
"Mean exceedence of MWAT - Poor","1",2030,"CMIP3","Reduce ET 30%",12.0643,22.4082623940055,"3"
"Mean exceedence of MWAT - Poor","1",2030,"CMIP3","Reduce ET 50%",12.0643,22.4157224206958,"3"
"Mean exceedence of MWAT - Poor","1",2030,"CMIP3","Add 30KAF",12.0643,22.4861782283266,"3"
"Mean exceedence of MWAT - Poor","1",2030,"CMIP5","Baseline",12.0643,26.9555631076813,"3"
"Mean exceedence of MWAT - Poor","1",2030,"CMIP5","Reduce ET 30%",12.0643,26.9555631076813,"3"
"Mean exceedence of MWAT - Poor","1",2030,"CMIP5","Reduce ET 50%",12.0643,26.9555631076813,"3"
"Mean exceedence of MWAT - Poor","1",2030,"CMIP5","Add 30KAF",12.0643,27.0334789420024,"3"
"Mean exceedence of MWAT - Poor","2",2030,"CMIP3","Baseline",12.0643,26.3372097842395,"3"
"Mean exceedence of MWAT - Poor","2",2030,"CMIP3","Reduce ET 30%",12.0643,26.3372097842395,"3"
"Mean exceedence of MWAT - Poor","2",2030,"CMIP3","Reduce ET 50%",12.0643,26.2659250847542,"3"
"Mean exceedence of MWAT - Poor","2",2030,"CMIP3","Add 30KAF",12.0643,26.4010344570344,"3"
"Mean exceedence of MWAT - Poor","2",2030,"CMIP5","Baseline",12.0643,30.8986016594415,"3"
"Mean exceedence of MWAT - Poor","2",2030,"CMIP5","Reduce ET 30%",12.0643,30.8986016594415,"3"
"Mean exceedence of MWAT - Poor","2",2030,"CMIP5","Reduce ET 50%",12.0643,30.9342440091841,"3"
"Mean exceedence of MWAT - Poor","2",2030,"CMIP5","Add 30KAF",12.0643,30.9980686819791,"3"
"Mean exceedence of MWAT - Poor","3",2030,"CMIP3","Baseline",12.0643,36.5325795943403,"4"
"Mean exceedence of MWAT - Poor","3",2030,"CMIP3","Reduce ET 30%",12.0643,36.5325795943403,"4"
"Mean exceedence of MWAT - Poor","3",2030,"CMIP3","Reduce ET 50%",12.0643,36.6535978050944,"4"
"Mean exceedence of MWAT - Poor","3",2030,"CMIP3","Add 30KAF",12.0643,36.646137778404,"4"
"Mean exceedence of MWAT - Poor","3",2030,"CMIP5","Baseline",12.0643,39.6094261581691,"4"
"Mean exceedence of MWAT - Poor","3",2030,"CMIP5","Reduce ET 30%",12.0643,39.6094261581691,"4"
"Mean exceedence of MWAT - Poor","3",2030,"CMIP5","Reduce ET 50%",12.0643,39.6798819657999,"4"
"Mean exceedence of MWAT - Poor","3",2030,"CMIP5","Add 30KAF",12.0643,39.7934401498637,"4"
"Mean exceedence of MWAT - Poor","4",2030,"CMIP3","Baseline",12.0643,40.0777500559502,"4"
"Mean exceedence of MWAT - Poor","4",2030,"CMIP3","Reduce ET 30%",12.0643,40.0777500559502,"4"
"Mean exceedence of MWAT - Poor","4",2030,"CMIP3","Reduce ET 50%",12.0643,40.1415747287451,"4"
"Mean exceedence of MWAT - Poor","4",2030,"CMIP3","Add 30KAF",12.0643,40.1631259169616,"4"
"Mean exceedence of MWAT - Poor","4",2030,"CMIP5","Baseline",12.0643,39.7155243155426,"4"
"Mean exceedence of MWAT - Poor","4",2030,"CMIP5","Reduce ET 30%",12.0643,39.7155243155426,"4"
"Mean exceedence of MWAT - Poor","4",2030,"CMIP5","Reduce ET 50%",12.0643,39.7586266919755,"4"
"Mean exceedence of MWAT - Poor","4",2030,"CMIP5","Add 30KAF",12.0643,39.7437066385949,"4"
"Mean exceedence of MWAT - Poor","5",2030,"CMIP3","Baseline",12.0643,34.2232868877598,"4"
"Mean exceedence of MWAT - Poor","5",2030,"CMIP3","Reduce ET 30%",12.0643,34.2232868877598,"4"
"Mean exceedence of MWAT - Poor","5",2030,"CMIP3","Reduce ET 50%",12.0643,34.2448380759762,"4"
"Mean exceedence of MWAT - Poor","5",2030,"CMIP3","Add 30KAF",12.0643,34.2879404524092,"4"
"Mean exceedence of MWAT - Poor","5",2030,"CMIP5","Baseline",12.0643,33.5485689182132,"4"
"Mean exceedence of MWAT - Poor","5",2030,"CMIP5","Reduce ET 30%",12.0643,33.5485689182132,"4"
"Mean exceedence of MWAT - Poor","5",2030,"CMIP5","Reduce ET 50%",12.0643,33.6264847525343,"4"
"Mean exceedence of MWAT - Poor","5",2030,"CMIP5","Add 30KAF",12.0643,33.641404805915,"4"
